,Opposition,Distance,HSR,Sprint,Accelerations,Decelerations,Jumps,match_id,season_name,team,opposition_team,goals_scored,goals_conceded,np_xg,np_xg_conceded,shots,shots_on_target,opposition_shots,opposition_shots_on_target,passes,opposition_passes,completed_passes_into_the_box,pressures,pressure_regains,fouls,tackles,yellow_cards,xg_within_8_seconds_of_corner,xg_conceded_within_8_seconds_of_corner,shots_within_8_seconds_of_corner,shots_conceded_within_8_seconds_of_corner,goals_within_8_seconds_of_corner,goals_conceded_within_8_seconds_of_corner,xg_within_8_seconds_of_indirect_free_kick,xg_conceded_within_8_seconds_of_indirect_free_kick,shots_within_8_seconds_of_indirect_free_kick,shots_conceded_within_8_seconds_of_indirect_free_kick,goals_within_8_seconds_of_indirect_free_kick,goals_conceded_within_8_seconds_of_indirect_free_kick,possession,final_third_possession,ppda,completed_passes_and_carries_into_final_third,match_outcome,date,monte_carlo_win_prob,monte_carlo_draw_prob,monte_carlo_loss_prob,location,lineup
169,Birmingham,107702,8202,1715,277,368,33,3895584,2324,Coventry City,Birmingham City,2,0,1.1665207,0.5950292,16,8,13,6,514,417,17,181,37,12,24,0,0.0467612,0.1794773,1,3,0,0,0,0.0421912,0,1,0,0,55,55,10.08,34,won,08/12/2023,0.5003,0.3172,0.1825,home,"[{'player_id': 3061, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3317, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 95.4833}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Back', 'minutes_played': 95.4833}, {'player_id': 9709, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 13247, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 95.4833}, {'player_id': 15811, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 22008, 'squad_role': 'Starting XI', 'position': 'Left Wing', 'minutes_played': 95.4833}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 95.4833}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 95.4833}, {'player_id': 29405, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 29659, 'squad_role': 'Starting XI', 'position': 'Right Back', 'minutes_played': 95.4833}, {'player_id': 30077, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 95.4833}, {'player_id': 32685, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 35708, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 38531, 'squad_role': 'Starting XI', 'position': 'Right Wing', 'minutes_played': 95.4833}, {'player_id': 41508, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 95.4833}, {'player_id': 42693, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 42928, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 95.4833}]"
170,Southampton,112807,6766,1183,318,424,22,3895601,2324,Coventry City,Southampton,1,1,0.93743838,0.7667515,11,4,12,3,313,802,10,186,25,12,19,1,0.00527378,0.1293453,1,2,0,0,0.0610123,0,1,0,0,0,28,36,17.32258065,39,draw,13/12/2023,0.4036,0.3406,0.2558,home,"[{'player_id': 3061, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Back', 'minutes_played': 16.55}, {'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3317, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 16.8}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 82.25}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Back', 'minutes_played': 82.25}, {'player_id': 9422, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 9709, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 13247, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 98.2333}, {'player_id': 22008, 'squad_role': 'Starting XI', 'position': 'Left Midfield', 'minutes_played': 98.2333}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 82.25}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 98.2333}, {'player_id': 29405, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Defensive Midfield', 'minutes_played': 16.7333}, {'player_id': 29659, 'squad_role': 'Starting XI', 'position': 'Right Back', 'minutes_played': 98.2333}, {'player_id': 30077, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 98.2333}, {'player_id': 32685, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 35708, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 38531, 'squad_role': 'Starting XI', 'position': 'Right Midfield', 'minutes_played': 98.2333}, {'player_id': 41508, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 98.2333}, {'player_id': 42693, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 42928, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 98.2333}]"
171,Leeds,111429,6735,1378,297,491,10,3895613,2324,Coventry City,Leeds United,1,1,0.4403951,1.7994425,7,3,20,6,381,723,4,239,49,17,37,5,0,0.124716,0,1,0,0,0,0,0,0,0,0,35,22,18,30,draw,16/12/2023,0.0752,0.2018,0.723,away,"[{'player_id': 3061, 'squad_role': 'Starting XI', 'position': 'Left Midfield', 'minutes_played': 98.8667}, {'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3317, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Center Forward', 'minutes_played': 20.1667}, {'player_id': 3355, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Midfield', 'minutes_played': 19.4}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Back', 'minutes_played': 67.7333}, {'player_id': 9422, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 9709, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 13247, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 98.8667}, {'player_id': 22008, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Midfield', 'minutes_played': 31.1333}, {'player_id': 23399, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Midfield', 'minutes_played': 31.45}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Left Center Midfield', 'minutes_played': 98.8667}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Right Center Midfield', 'minutes_played': 98.8667}, {'player_id': 29659, 'squad_role': 'Starting XI', 'position': 'Right Back', 'minutes_played': 79.4667}, {'player_id': 30077, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 98.8667}, {'player_id': 32685, 'squad_role': 'Starting XI', 'position': 'Center Defensive Midfield', 'minutes_played': 98.8667}, {'player_id': 35708, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 38531, 'squad_role': 'Starting XI', 'position': 'Right Midfield', 'minutes_played': 67.4167}, {'player_id': 41508, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 98.8667}, {'player_id': 42693, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 42928, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 79.45}]"
172,Sunderland,112140,7059,1071,286,409,24,3895618,2324,Coventry City,Sunderland,3,0,1.658117,1.534904,10,5,20,6,426,614,0,211,24,13,21,2,0.3763551,0.2036579,3,2,0,0,0,0,0,0,0,0,41,35,13.54166667,39,won,23/12/2023,0.4047,0.2589,0.3364,away,"[{'player_id': 3061, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Forward', 'minutes_played': 29.0833}, {'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3317, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 29.4833}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 72.4833}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Back', 'minutes_played': 101.983}, {'player_id': 9422, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Forward', 'minutes_played': 12.85}, {'player_id': 9709, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 13247, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 101.983}, {'player_id': 22008, 'squad_role': 'Starting XI', 'position': 'Left Midfield', 'minutes_played': 89.1333}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 72.5}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 41.0333}, {'player_id': 29405, 'squad_role': 'Substitution - On (Injury)', 'position': 'Left Defensive Midfield', 'minutes_played': 60.95}, {'player_id': 29659, 'squad_role': 'Starting XI', 'position': 'Right Back', 'minutes_played': 101.983}, {'player_id': 30077, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 101.983}, {'player_id': 32685, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Defensive Midfield', 'minutes_played': 29.5}, {'player_id': 35708, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 38531, 'squad_role': 'Starting XI', 'position': 'Right Midfield', 'minutes_played': 101.983}, {'player_id': 41508, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 101.983}, {'player_id': 42693, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 42928, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 72.9}]"
173,Sheffield Wednesday,108762,6905,1180,289,373,25,3895633,2324,Coventry City,Sheffield Wednesday,2,0,0.5456964,1.27100171,9,2,11,2,575,431,8,150,28,7,27,1,0.1035769,0.0151836,2,1,0,0,0,0.126487,0,1,0,0,57,62,14.33333333,55,won,26/12/2023,0.1438,0.3157,0.5405,home,"[{'player_id': 3061, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Back', 'minutes_played': 27.9167}, {'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3317, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Forward', 'minutes_played': 28.15}, {'player_id': 3355, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Back', 'minutes_played': 72.2}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 71.9667}, {'player_id': 9709, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 13247, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 100.117}, {'player_id': 15811, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 22008, 'squad_role': 'Starting XI', 'position': 'Left Midfield', 'minutes_played': 100.117}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 89.4833}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 100.117}, {'player_id': 29659, 'squad_role': 'Starting XI', 'position': 'Right Back', 'minutes_played': 100.117}, {'player_id': 30077, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 100.117}, {'player_id': 32685, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 100.117}, {'player_id': 35708, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 38531, 'squad_role': 'Starting XI', 'position': 'Right Midfield', 'minutes_played': 100.117}, {'player_id': 41508, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 100.117}, {'player_id': 42693, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 42928, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Forward', 'minutes_played': 10.6333}]"
174,Swansea,111051,7529,1560,301,404,31,3895648,2324,Coventry City,Swansea City,2,2,2.37726635,1.0176673,20,5,13,4,508,518,15,206,39,14,15,1,0.4465524,0.0270206,5,1,0,0,0,0.0856408,0,3,0,0,50,59,17.05263158,42,draw,29/12/2023,0.6666,0.2177,0.1157,home,"[{'player_id': 3061, 'squad_role': 'Starting XI', 'position': 'Left Back', 'minutes_played': 98.7833}, {'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3317, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 63.4}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 63.4}, {'player_id': 8998, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 63.4}, {'player_id': 9709, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 13247, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 98.7833}, {'player_id': 22008, 'squad_role': 'Starting XI', 'position': 'Left Midfield', 'minutes_played': 98.7833}, {'player_id': 23399, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 35.3833}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 98.7833}, {'player_id': 29405, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 29659, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Back', 'minutes_played': 35.3833}, {'player_id': 32261, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 32685, 'squad_role': 'Starting XI', 'position': 'Right Back', 'minutes_played': 98.7833}, {'player_id': 35708, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 98.7833}, {'player_id': 38531, 'squad_role': 'Starting XI', 'position': 'Right Midfield', 'minutes_played': 98.7833}, {'player_id': 41508, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 98.7833}, {'player_id': 42693, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 42928, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Forward', 'minutes_played': 36.1}]"
175,Middlesbrough,113080,8898,2003,333,409,31,3895655,2324,Coventry City,Middlesbrough,3,1,2.6673238,1.4501513,17,7,19,6,580,484,8,255,52,12,20,2,0.2717443,0.3042447,4,5,1,0,0,0.1045559,0,2,0,0,55,49,11.36,43,won,01/01/2024,0.5735,0.2343,0.1922,away,"[{'player_id': 3061, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 7.81667}, {'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3317, 'squad_role': 'Substitution - On (Injury)', 'position': 'Left Midfield', 'minutes_played': 13.8833}, {'player_id': 3355, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Back', 'minutes_played': 98.25}, {'player_id': 9422, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Forward', 'minutes_played': 25.7333}, {'player_id': 9709, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 13247, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 98.25}, {'player_id': 22008, 'squad_role': 'Starting XI', 'position': 'Left Midfield', 'minutes_played': 84.3667}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 90.4333}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 98.25}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 72.5667}, {'player_id': 29659, 'squad_role': 'Starting XI', 'position': 'Right Back', 'minutes_played': 98.25}, {'player_id': 32261, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 32685, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Defensive Midfield', 'minutes_played': 25.6833}, {'player_id': 35708, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 98.25}, {'player_id': 38531, 'squad_role': 'Starting XI', 'position': 'Right Midfield', 'minutes_played': 98.25}, {'player_id': 41508, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 98.25}, {'player_id': 42693, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 42928, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 72.5167}]"
176,Oxford United,,,,,,,,2324,Coventry City,Oxford United,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/01/2024,,,,home,[]
177,Leicester,106857,7043,1281,298,361,20,3895668,2324,Coventry City,Leicester City,3,1,1.0215263,0.4752953,14,6,7,3,656,419,11,186,32,13,18,5,0.078393,0,2,0,1,0,0,0.1744977,0,2,0,0,61,79,7.666666667,64,won,13/01/2024,0.2526,0.3171,0.4303,home,"[{'player_id': 3061, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Back', 'minutes_played': 28.3333}, {'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3317, 'squad_role': 'Starting XI', 'position': 'Left Wing', 'minutes_played': 81.8667}, {'player_id': 3355, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Defensive Midfield', 'minutes_played': 28.1667}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Back', 'minutes_played': 69.9667}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 98.3}, {'player_id': 9709, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 13247, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 98.3}, {'player_id': 15811, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 98.3}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 98.3}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 70.1333}, {'player_id': 29659, 'squad_role': 'Starting XI', 'position': 'Right Back', 'minutes_played': 98.3}, {'player_id': 30077, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 98.3}, {'player_id': 32261, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 32685, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 35708, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 38531, 'squad_role': 'Starting XI', 'position': 'Right Wing', 'minutes_played': 98.3}, {'player_id': 41508, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 98.3}, {'player_id': 42928, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Wing', 'minutes_played': 16.4333}]"
178,Sheffield Wednesday,106190,7789,1686,282,404,25,3895682,2324,Coventry City,Sheffield Wednesday,2,1,0.9906253,1.33523853,16,6,11,5,504,420,8,153,25,11,19,5,0.0736224,0,1,0,0,0,0.0471502,0,1,0,0,0,55,65,8.551724138,31,won,20/01/2024,0.2702,0.2957,0.4341,away,"[{'player_id': 3061, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3317, 'squad_role': 'Starting XI', 'position': 'Left Midfield', 'minutes_played': 98.8667}, {'player_id': 3355, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 7.83333}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Back', 'minutes_played': 98.8667}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 80.6}, {'player_id': 9709, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 13247, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 98.8667}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 91.0333}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 98.8667}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 80.6}, {'player_id': 29659, 'squad_role': 'Starting XI', 'position': 'Right Back', 'minutes_played': 98.8667}, {'player_id': 30077, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 98.8667}, {'player_id': 32261, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 32685, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Defensive Midfield', 'minutes_played': 18.6833}, {'player_id': 35708, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 38531, 'squad_role': 'Starting XI', 'position': 'Right Midfield', 'minutes_played': 98.8667}, {'player_id': 41508, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 98.8667}, {'player_id': 42928, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Forward', 'minutes_played': 18.2667}, {'player_id': 49458, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
179,Sheffield Wednesday,,,,,,,,2324,Coventry City,Sheffield Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/01/2024,,,,away,[]
180,Bristol,109160,6387,1085,305,388,34,3895692,2324,Coventry City,Bristol City,2,2,1.18222288,0.6018947,11,4,13,5,609,451,2,178,31,10,17,1,0,0,0,0,0,0,0,0.1028173,0,2,0,0,57,55,7.888888889,43,draw,30/01/2024,0.5762,0.3007,0.1231,home,"[{'player_id': 3061, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3317, 'squad_role': 'Starting XI', 'position': 'Left Wing', 'minutes_played': 61.5667}, {'player_id': 3355, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Back', 'minutes_played': 98.0333}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 61.8833}, {'player_id': 13247, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 98.0333}, {'player_id': 22008, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Wing', 'minutes_played': 36.4667}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 98.0333}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 11.6667}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 61.8167}, {'player_id': 29659, 'squad_role': 'Starting XI', 'position': 'Right Back', 'minutes_played': 98.0333}, {'player_id': 30077, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 98.0333}, {'player_id': 32261, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 32685, 'squad_role': 'Substitution - On (Injury)', 'position': 'Left Defensive Midfield', 'minutes_played': 86.75}, {'player_id': 35708, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 38531, 'squad_role': 'Starting XI', 'position': 'Right Wing', 'minutes_played': 98.0333}, {'player_id': 41508, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 98.0333}, {'player_id': 42928, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Forward', 'minutes_played': 36.15}, {'player_id': 49458, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Defensive Midfield', 'minutes_played': 36.2167}]"
181,Norwich,108976,7713,1554,263,370,19,3895709,2324,Coventry City,Norwich City,1,2,0.73998857,1.4746482,8,5,21,5,425,619,8,226,29,12,13,2,0,0.0563266,0,1,0,0,0.0864913,0,1,0,0,0,41,40,17.27272727,41,lost,03/02/2024,0.1758,0.2667,0.5575,away,"[{'player_id': 3061, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Back', 'minutes_played': 27.8833}, {'player_id': 3299, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3317, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Forward', 'minutes_played': 22.3833}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 98.1}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Back', 'minutes_played': 70.55}, {'player_id': 9422, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 5.73333}, {'player_id': 13247, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 98.1}, {'player_id': 15811, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 22008, 'squad_role': 'Starting XI', 'position': 'Left Midfield', 'minutes_played': 98.1}, {'player_id': 23399, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 92.3667}, {'player_id': 29405, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Defensive Midfield', 'minutes_played': 28.15}, {'player_id': 29659, 'squad_role': 'Starting XI', 'position': 'Right Back', 'minutes_played': 98.1}, {'player_id': 30077, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 70.8833}, {'player_id': 32261, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 32685, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 35708, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Midfield', 'minutes_played': 22.3}, {'player_id': 38531, 'squad_role': 'Starting XI', 'position': 'Right Midfield', 'minutes_played': 75.8}, {'player_id': 41508, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 98.1}, {'player_id': 42928, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 75.7167}, {'player_id': 49458, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 70.55}]"
